Query_ID,Query_Length,Subject_ID,%_Identity,Alignment_Length,Query_Start,Query_End,Subject_Start,Subject_End,E-value,Bit_Score,Subject_Taxonomy_ID
ASV2984_count_19,408,gi|2196893891|gb|OM754652.1|,86.861,137,274,408,491,625,1.29e-31,150,797478
ASV2984_count_19,408,gi|2196893889|gb|OM754651.1|,86.861,137,274,408,491,625,1.29e-31,150,797478
ASV2984_count_19,408,gi|2196893885|gb|OM754649.1|,86.861,137,274,408,491,625,1.29e-31,150,797478
ASV2984_count_19,408,gi|2196893893|gb|OM754653.1|,86.861,137,274,408,491,625,1.29e-31,150,797478
ASV2984_count_19,408,gi|2196893887|gb|OM754650.1|,86.861,137,274,408,491,625,1.29e-31,150,797478
ASV2984_count_19,408,gi|2055877765|gb|MW125325.1|,86.822,129,279,407,524,652,6.01e-30,145,649053
ASV2984_count_19,408,gi|2666683055|ref|NC_085329.1|,85.926,135,274,408,17806,17940,6.01e-30,145,670095
ASV2984_count_19,408,gi|788481267|gb|KP292790.1|,86.822,129,279,407,499,627,6.01e-30,145,649053
ASV2985_count_19,411,gi|296011563|gb|HM032960.1|,93.067,375,1,375,217,591,1.10e-151,549,764070
ASV2985_count_19,411,gi|2522199077|gb|OR145196.1|,89.781,411,1,411,212,622,5.15e-145,527,3053817
ASV2985_count_19,411,gi|1647304170|gb|MK795863.1|,93.036,359,1,358,183,541,6.66e-144,523,2576317
ASV2985_count_19,411,gi|134141686|gb|EF173207.1|,89.294,411,1,411,242,652,1.11e-141,516,433715
ASV2985_count_19,411,gi|134141682|gb|EF173205.1|,89.051,411,1,411,242,652,5.18e-140,510,433713
ASV2985_count_19,411,gi|134141684|gb|EF173206.1|,89.024,410,1,410,242,651,1.86e-139,508,433714
ASV2985_count_19,411,gi|301068902|gb|GQ465632.1|,88.808,411,1,411,57,467,2.41e-138,505,104782
ASV2985_count_19,411,gi|301068896|gb|GQ465629.1|,88.835,412,1,411,15,425,2.41e-138,505,104782
ASV2985_count_19,411,gi|301068894|gb|GQ465628.1|,88.808,411,1,411,51,461,2.41e-138,505,104782
ASV2985_count_19,411,gi|703599976|gb|KM043195.1|,88.564,411,1,411,257,667,1.12e-136,499,468656
ASV2986_count_19,408,gi|2234009978|emb|OW485601.1|,85.158,411,1,408,2104245,2103838,1.15e-111,416,504468
ASV2987_count_19,408,gi|1802142041|gb|CP046620.1|,91.489,47,363,408,2368418,2368463,1.73e-05,63.9,2683284
ASV2987_count_19,408,gi|1982582680|dbj|AP024145.1|,100.000,29,306,334,3237298,3237326,0.010,54.7,1775910
ASV2987_count_19,408,gi|2488004169|gb|CP121700.1|,96.875,32,306,337,2780704,2780673,0.010,54.7,1775910
ASV2988_count_19,402,gi|2174742726|gb|CP090059.1|,93.606,391,12,402,752848,752458,2.94e-162,584,2899123
ASV2988_count_19,402,gi|469477505|gb|CP004036.1|,93.077,390,11,400,2999305,2999694,2.29e-158,571,745310
ASV2988_count_19,402,gi|1899794700|gb|CP061038.1|,92.269,401,1,400,4109058,4109457,2.96e-157,568,653931
ASV2988_count_19,402,gi|1855710909|gb|CP050137.1|,92.269,401,1,400,643377,642978,2.96e-157,568,2653203
ASV2988_count_19,402,gi|2457531060|gb|CP119315.1|,92.269,401,1,400,1127471,1127072,2.96e-157,568,3121369
ASV2988_count_19,402,gi|1441477124|gb|CP029985.1|,91.521,401,1,400,1083729,1084128,2.98e-152,551,2219696
ASV2988_count_19,402,gi|1593517331|gb|CP037913.1|,91.500,400,1,400,3585773,3586172,2.98e-152,551,1523415
ASV2988_count_19,402,gi|2429051945|gb|CP115900.1|,91.521,401,1,400,42578,42179,2.98e-152,551,3018036
ASV2988_count_19,402,gi|2250064321|gb|CP098401.1|,92.031,389,12,400,2120633,2121021,3.86e-151,547,2949093
ASV2988_count_19,402,gi|695169020|gb|CP009571.1|,91.250,400,1,400,3366917,3366518,1.39e-150,545,1549858
ASV2990_count_19,399,gi|2320776884|gb|CP075528.1|,91.500,400,1,399,1467961,1468359,1.06e-151,549,1894999
ASV2990_count_19,399,gi|2515462020|gb|CP126889.1|,89.526,401,1,399,356126,355728,2.33e-138,505,1894999
ASV2990_count_19,399,gi|1382749168|gb|CP023315.3|,87.730,326,81,399,3771496,3771172,6.87e-99,374,155892
ASV2990_count_19,399,gi|1148307076|gb|CP019508.1|,86.455,347,62,399,829090,829432,3.20e-97,368,1938605
ASV2990_count_19,399,gi|1370141282|gb|CP027850.1|,85.797,345,62,399,303387,303730,1.92e-94,359,88688
ASV2990_count_19,399,gi|295429362|gb|CP002008.1|,85.797,345,62,399,303410,303753,1.92e-94,359,509190
ASV2990_count_19,399,gi|2094002957|gb|CP082923.1|,86.136,339,68,399,4770323,4769986,1.92e-94,359,88688
ASV2990_count_19,399,gi|942019539|gb|CP013002.1|,86.503,326,81,399,277841,278165,3.22e-92,351,69395
ASV2990_count_19,399,gi|2072885745|gb|CP079926.1|,85.546,339,68,399,3692178,3691841,4.16e-91,348,155892
ASV2990_count_19,399,gi|220962111|gb|CP001340.1|,85.546,339,68,399,3675023,3674686,4.16e-91,348,565050
ASV2995_count_19,411,gi|134141712|gb|EF173220.1|,90.998,411,1,411,158,568,2.36e-153,555,104782
ASV2995_count_19,411,gi|157365352|gb|EF650536.1|,90.511,411,1,411,215,625,5.11e-150,544,104788
ASV2995_count_19,411,gi|1509790295|gb|MH251808.1|,90.268,411,1,411,165,575,2.38e-148,538,468654
ASV2995_count_19,411,gi|659495491|gb|KJ543601.1|,89.781,411,1,411,245,655,5.15e-145,527,1511495
ASV2995_count_19,411,gi|157365468|gb|EF650594.1|,89.781,411,1,411,242,652,5.15e-145,527,104788
ASV2995_count_19,411,gi|301068838|gb|GQ465600.1|,89.781,411,1,411,235,645,5.15e-145,527,433720
ASV2995_count_19,411,gi|402761731|gb|JX183997.1|,89.781,411,1,411,290,700,5.15e-145,527,104788
ASV2995_count_19,411,gi|402761743|gb|JX184003.1|,89.781,411,1,411,290,700,5.15e-145,527,104788
ASV2995_count_19,411,gi|134141752|gb|EF173240.1|,89.538,411,1,411,242,652,2.39e-143,521,104782
ASV2995_count_19,411,gi|703599954|gb|KM043184.1|,89.538,411,1,411,257,667,2.39e-143,521,104782
ASV2997_count_19,399,gi|2515462020|gb|CP126889.1|,90.727,399,1,399,356126,355728,1.07e-146,532,1894999
ASV2997_count_19,399,gi|2320776884|gb|CP075528.1|,90.226,399,1,399,1467961,1468359,2.32e-143,521,1894999
ASV2997_count_19,399,gi|2801109999|gb|CP169082.1|,85.757,337,69,399,3790018,3789682,3.22e-92,351,74326
ASV2997_count_19,399,gi|1511915317|gb|CP026100.1|,85.546,339,68,399,1541897,1542234,4.16e-91,348,1679497
ASV2997_count_19,399,gi|2842900254|gb|CP171994.1|,85.251,339,68,399,1062532,1062195,1.94e-89,342,3374551
ASV2997_count_19,399,gi|1608350199|gb|CP038440.1|,85.207,338,69,399,2208627,2208291,6.97e-89,340,2561924
ASV2997_count_19,399,gi|2636580305|gb|CP139996.1|,89.338,272,129,399,175168,175438,6.97e-89,340,13160
ASV2997_count_19,399,gi|2705498892|gb|CP149509.1|,85.119,336,68,397,6298697,6298362,2.51e-88,339,3133974
ASV2997_count_19,399,gi|2076438840|gb|CP075369.1|,88.849,278,123,397,323369,323644,9.01e-88,337,2021379
ASV2997_count_19,399,gi|2740307369|emb|OZ035981.1|,85.000,340,69,399,781989,782325,3.24e-87,335,74313
ASV2999_count_19,398,gi|2724831939|ref|NC_088560.1|,86.093,151,250,398,56309,56459,5.81e-35,161,1167592
ASV3000_count_19,402,gi|2564702523|gb|OR062369.1|,85.870,368,1,367,251,617,6.88e-104,390,3050410
ASV3005_count_19,408,gi|2809411073|gb|CP170086.1|,90.686,408,1,408,2311848,2312255,5.07e-150,544,3342640
ASV3005_count_19,408,gi|2693424943|gb|CP146232.1|,88.564,411,1,408,3297121,3297528,5.18e-135,494,3114537
ASV3005_count_19,408,gi|2619757590|gb|CP137852.1|,87.864,412,1,408,5111912,5111505,5.22e-130,477,1225128
ASV3005_count_19,408,gi|2234989563|gb|CP085081.1|,86.131,411,1,408,1027949,1028356,2.46e-118,438,3133721
ASV3007_count_19,411,gi|134141780|gb|EF173254.1|,88.564,411,1,411,242,652,1.12e-136,499,104782
ASV3007_count_19,411,gi|659495491|gb|KJ543601.1|,88.078,411,1,411,245,655,2.43e-133,488,1511495
ASV3007_count_19,411,gi|134141776|gb|EF173252.1|,87.591,411,1,411,242,652,5.26e-130,477,104782
ASV3007_count_19,411,gi|134141788|gb|EF173258.1|,87.591,411,1,411,213,623,5.26e-130,477,104782
ASV3007_count_19,411,gi|134141686|gb|EF173207.1|,87.379,412,1,411,242,652,2.45e-128,472,433715
ASV3007_count_19,411,gi|1509790295|gb|MH251808.1|,87.105,411,1,411,165,575,1.14e-126,466,468654
ASV3007_count_19,411,gi|301068914|gb|GQ465638.1|,87.105,411,1,411,190,600,1.14e-126,466,433695
ASV3007_count_19,411,gi|301068910|gb|GQ465636.1|,87.105,411,1,411,230,640,1.14e-126,466,433695
ASV3007_count_19,411,gi|301068908|gb|GQ465635.1|,87.105,411,1,411,234,644,1.14e-126,466,433695
ASV3007_count_19,411,gi|157365396|gb|EF650558.1|,86.893,412,1,411,242,652,5.30e-125,460,317506
ASV3009_count_19,408,gi|2053538934|gb|MZ398103.1|,85.256,156,253,408,505,660,5.97e-35,161,264248
ASV3011_count_19,408,gi|28822267|gb|AF479426.1|,85.276,163,246,408,258,419,1.28e-36,167,199330
ASV3011_count_19,408,gi|349588173|gb|JN029413.1|,85.093,161,246,406,418,578,4.61e-36,165,440092
ASV3011_count_19,408,gi|323898495|gb|HQ984544.1|,85.350,157,250,406,495,651,1.66e-35,163,1722838
ASV3012_count_19,395,gi|2440757508|gb|OP616522.1|,87.683,341,56,395,61,401,1.45e-105,396,289940
ASV3013_count_19,405,gi|1822133933|gb|MT222295.1|,86.207,87,317,403,519,605,6.09e-15,95.3,2718980
ASV3013_count_19,405,gi|2200891729|gb|MW394102.1|,91.071,56,297,352,493,547,7.93e-09,75.0,2916499
ASV3013_count_19,405,gi|1896833460|gb|MT934400.1|,90.741,54,297,350,541,594,2.85e-08,73.1,2767761
ASV3013_count_19,405,gi|2147635491|gb|MZ563500.1|,93.750,48,303,350,547,594,2.85e-08,73.1,576503
ASV3013_count_19,405,gi|918728773|gb|KR271192.1|,93.750,48,303,350,547,594,2.85e-08,73.1,576503
ASV3015_count_19,408,gi|2227780888|gb|CP095554.1|,87.264,212,195,406,1433443,1433654,2.07e-59,243,204527
ASV3016_count_19,402,gi|2296294377|gb|MZ062584.1|,91.022,401,1,401,294,694,1.79e-149,542,158754
ASV3016_count_19,402,gi|2296294411|gb|MZ062601.1|,91.022,401,1,401,294,694,1.79e-149,542,158754
ASV3016_count_19,402,gi|2296294371|gb|MZ062581.1|,91.022,401,1,401,294,694,1.79e-149,542,158754
ASV3016_count_19,402,gi|2296294369|gb|MZ062580.1|,91.022,401,1,401,294,694,1.79e-149,542,158754
ASV3016_count_19,402,gi|2296294365|gb|MZ062578.1|,91.022,401,1,401,294,694,1.79e-149,542,158754
ASV3016_count_19,402,gi|2296294397|gb|MZ062594.1|,91.022,401,1,401,294,694,1.79e-149,542,158754
ASV3016_count_19,402,gi|2296294407|gb|MZ062599.1|,91.022,401,1,401,294,694,1.79e-149,542,158754
ASV3016_count_19,402,gi|2296294405|gb|MZ062598.1|,91.022,401,1,401,294,694,1.79e-149,542,158754
ASV3016_count_19,402,gi|2296294413|gb|MZ062602.1|,91.022,401,1,401,294,694,1.79e-149,542,158754
ASV3016_count_19,402,gi|2296294391|gb|MZ062591.1|,91.022,401,1,401,294,694,1.79e-149,542,158754
ASV3017_count_19,408,gi|523584484|gb|KF030496.1|,90.909,66,339,403,549,613,1.03e-12,87.9,1348345
ASV3018_count_19,408,gi|2874253787|emb|OY969771.1|,89.512,410,1,408,1444512,1444105,1.11e-141,516,91750
ASV3018_count_19,408,gi|2030660119|gb|CP073577.1|,86.486,333,68,399,1606489,1606162,5.48e-95,361,2829500
ASV3018_count_19,408,gi|2320848902|gb|CP107532.1|,85.886,333,69,399,375320,375647,4.27e-91,348,2984843
ASV3018_count_19,408,gi|381356398|dbj|AP012279.1|,89.706,272,117,388,828559,828830,4.27e-91,348,1404864
ASV3019_count_19,408,gi|528538774|dbj|AB813211.1|,89.583,96,297,392,347,442,2.82e-23,122,546918
ASV3019_count_19,408,gi|312851423|gb|HQ567695.1|,86.916,107,300,406,545,651,1.01e-22,121,919912
ASV3024_count_19,408,gi|2496731360|gb|ON342397.1|,88.509,409,1,408,246,653,5.18e-135,494,1304385
ASV3024_count_19,408,gi|943497768|gb|KM927104.1|,89.086,394,1,394,246,639,6.70e-134,490,1743920
ASV3024_count_19,408,gi|953293006|gb|KM910677.1|,88.089,403,1,403,246,648,1.45e-130,479,1741425
ASV3024_count_19,408,gi|959404725|gb|KM954622.1|,88.089,403,1,403,246,648,1.45e-130,479,1741425
ASV3024_count_19,408,gi|2449872981|gb|OQ527473.1|,87.961,407,1,406,246,651,1.45e-130,479,2651588
ASV3024_count_19,408,gi|2449879092|gb|OQ530037.1|,87.961,407,1,406,246,651,1.45e-130,479,2651588
ASV3024_count_19,408,gi|2496731386|gb|ON342410.1|,88.689,389,1,388,246,633,6.75e-129,473,1304385
ASV3024_count_19,408,gi|1074959779|gb|KT118145.1|,87.438,406,1,406,246,651,3.14e-127,468,1881761
ASV3024_count_19,408,gi|959402631|gb|KM953575.1|,88.402,388,1,388,246,633,3.14e-127,468,1741425
ASV3024_count_19,408,gi|1060909398|gb|KR642516.1|,87.438,406,1,406,246,651,3.14e-127,468,1881761
ASV3026_count_19,408,gi|2573921022|gb|CP133568.1|,86.905,84,184,267,4947449,4947532,6.14e-15,95.3,1003114
ASV3026_count_19,408,gi|1678150061|gb|CP040656.1|,85.714,84,184,267,2797968,2797885,2.86e-13,89.8,69
ASV3026_count_19,408,gi|951301122|gb|CP013140.1|,85.714,84,184,267,2600493,2600410,2.86e-13,89.8,69
ASV3026_count_19,408,gi|1957391282|gb|CP067396.1|,85.366,82,186,267,3285155,3285236,3.69e-12,86.1,69
ASV3026_count_19,408,gi|1957380812|gb|CP067395.1|,85.366,82,186,267,781357,781276,3.69e-12,86.1,69
ASV3026_count_19,408,gi|2836063531|gb|CP117873.1|,85.366,82,186,267,3470048,3470129,3.69e-12,86.1,69
ASV3026_count_19,408,gi|2869723003|gb|CP175666.1|,85.366,82,186,267,3127094,3127175,3.69e-12,86.1,3383698
ASV3026_count_19,408,gi|2691950742|gb|CP136998.1|,86.667,75,193,267,2898021,2898095,1.33e-11,84.2,3081984
ASV3030_count_19,402,gi|1898132335|gb|CP060704.1|,89.055,402,1,401,4764205,4763805,3.94e-136,497,356302
ASV3030_count_19,402,gi|1708267049|gb|CP041730.1|,88.586,403,1,402,3236260,3236661,2.37e-133,488,2594795
ASV3030_count_19,402,gi|1377509713|gb|CP028519.1|,85.644,404,1,401,1651324,1651724,8.77e-113,420,57480
ASV3032_count_19,408,gi|310690170|gb|HQ317071.1|,85.784,408,1,408,249,656,1.15e-116,433,138538
ASV3032_count_19,408,gi|310690182|gb|HQ317077.1|,85.539,408,1,408,249,656,5.33e-115,427,908858
ASV3033_count_19,408,gi|2120514061|gb|OK624734.1|,85.401,137,274,408,280,415,2.80e-28,139,489113
ASV3033_count_19,408,gi|2120514058|gb|OK624733.1|,85.401,137,274,408,280,415,2.80e-28,139,489113
ASV3036_count_19,408,gi|2724824652|gb|PP746565.1|,94.304,316,93,408,82393,82708,3.12e-132,484,191674
ASV3036_count_19,408,gi|2724824652|gb|PP746565.1|,96.703,91,1,91,80561,80651,3.59e-32,152,191674
ASV3037_count_19,408,gi|2667700852|gb|CP108882.1|,95.556,45,193,237,1883392,1883436,2.88e-08,73.1,2975842
ASV3038_count_19,402,gi|1855710909|gb|CP050137.1|,93.052,403,1,402,643377,642976,2.27e-163,588,2653203
ASV3038_count_19,402,gi|2174742726|gb|CP090059.1|,93.573,389,12,400,752848,752460,3.80e-161,580,2899123
ASV3038_count_19,402,gi|1899794700|gb|CP061038.1|,92.092,392,12,402,4109069,4109459,2.98e-152,551,653931
ASV3038_count_19,402,gi|469477505|gb|CP004036.1|,91.582,392,11,402,2999305,2999696,1.79e-149,542,745310
ASV3038_count_19,402,gi|2250064321|gb|CP098401.1|,91.560,391,12,402,2120633,2121023,6.45e-149,540,2949093
ASV3038_count_19,402,gi|1061224965|gb|CP014168.1|,90.796,402,1,402,651935,651534,2.32e-148,538,1560345
ASV3038_count_19,402,gi|1888694396|gb|CP048817.1|,91.327,392,12,402,4158102,4157712,3.00e-147,534,2997354
ASV3038_count_19,402,gi|2429051945|gb|CP115900.1|,90.657,396,7,402,42572,42177,5.02e-145,527,3018036
ASV3038_count_19,402,gi|2290416052|gb|CP096971.1|,90.323,403,1,402,2702966,2703367,5.02e-145,527,2937788
ASV3038_count_19,402,gi|2457531060|gb|CP119315.1|,90.561,392,12,402,1127460,1127070,3.02e-142,518,3121369
ASV3039_count_19,408,gi|2724824566|gb|PP746563.1|,98.101,316,93,408,100430,100745,3.03e-152,551,3171
ASV3039_count_19,408,gi|2724824566|gb|PP746563.1|,95.604,91,1,91,98775,98865,1.67e-30,147,3171
ASV3045_count_19,408,gi|1621086513|gb|CP031303.1|,100.000,29,313,341,1541062,1541034,0.010,54.7,121872
ASV3045_count_19,408,gi|2573926004|gb|CP101873.1|,100.000,29,313,341,1982380,1982352,0.010,54.7,121872
ASV3045_count_19,408,gi|433304139|gb|CP003372.1|,100.000,29,313,341,3780487,3780459,0.010,54.7,797303
ASV3050_count_19,408,gi|1850108108|dbj|AP022673.1|,87.160,257,153,408,3199388,3199133,7.29e-74,291,1517554
ASV3050_count_19,408,gi|2130785107|gb|CP086114.1|,86.486,259,148,406,140043,140301,3.39e-72,285,1817965
ASV3050_count_19,408,gi|288926859|gb|CP000613.2|,86.100,259,148,406,3761214,3761472,1.58e-70,279,414684
ASV3051_count_19,392,gi|2440757541|gb|OP616555.1|,91.237,388,5,392,3,390,1.36e-145,529,372584
ASV3051_count_19,392,gi|2440757549|gb|OP616563.1|,89.514,391,1,391,10,400,1.38e-135,496,289976
ASV3051_count_19,392,gi|2576869630|gb|OR260990.1|,89.541,392,1,391,736,346,1.38e-135,496,3060203
ASV3051_count_19,392,gi|2440757550|gb|OP616564.1|,89.974,379,13,391,1,379,6.41e-134,490,289976
ASV3051_count_19,392,gi|10443792|gb|AF239224.1|AF239224,89.258,391,1,391,48,438,6.41e-134,490,75757
ASV3051_count_19,392,gi|2576869629|gb|OR260989.1|,89.286,392,1,391,736,346,6.41e-134,490,3060203
ASV3051_count_19,392,gi|672940451|gb|KJ854448.1|,88.491,391,1,391,29,419,6.46e-129,473,289986
ASV3051_count_19,392,gi|2440757563|gb|OP616577.1|,88.491,391,1,391,10,400,6.46e-129,473,289989
ASV3051_count_19,392,gi|269924821|gb|L14779.2|SLMMTCYTOX,88.747,391,7,391,362,751,2.32e-128,472,5791
ASV3051_count_19,392,gi|11466223|ref|NC_002508.1|,88.747,391,7,391,27173,26784,2.32e-128,472,5791
ASV3053_count_19,399,gi|2320776884|gb|CP075528.1|,86.567,402,1,399,1467961,1468359,2.40e-118,438,1894999
ASV3053_count_19,399,gi|2515462020|gb|CP126889.1|,85.572,402,1,399,356126,355728,1.13e-111,416,1894999
ASV3053_count_19,399,gi|2621703253|emb|OY762427.1|,85.211,284,116,399,3753561,3753279,7.12e-74,291,1913988
ASV3053_count_19,399,gi|2076438840|gb|CP075369.1|,86.312,263,121,382,323368,323629,3.31e-72,285,2021379
ASV3054_count_19,411,gi|2562553452|gb|CP132204.1|,100.000,28,79,106,1099010,1098983,0.038,52.8,409290
ASV3055_count_19,405,gi|5006531|gb|AF138941.1|,94.444,36,113,148,281,316,0.003,56.5,95538
ASV3055_count_19,405,gi|5006530|gb|AF138940.1|AF138940,94.444,36,113,148,281,316,0.003,56.5,95538
ASV3055_count_19,405,gi|5006538|gb|AF138948.1|AF138948,94.444,36,113,148,281,316,0.003,56.5,95538
ASV3055_count_19,405,gi|1524090508|gb|MH826392.1|,94.444,36,113,148,361,396,0.003,56.5,95538
ASV3055_count_19,405,gi|5006529|gb|AF138939.1|AF138939,94.444,36,113,148,281,316,0.003,56.5,95538
ASV3055_count_19,405,gi|5006540|gb|AF138950.1|AF138950,94.444,36,113,148,281,316,0.003,56.5,95538
ASV3055_count_19,405,gi|5006524|gb|AF138934.1|AF138934,94.444,36,113,148,281,316,0.003,56.5,95538
ASV3055_count_19,405,gi|5006534|gb|AF138944.1|AF138944,94.444,36,113,148,281,316,0.003,56.5,95538
ASV3055_count_19,405,gi|5006527|gb|AF138937.1|AF138937,94.444,36,113,148,281,316,0.003,56.5,95538
ASV3055_count_19,405,gi|161332366|gb|EU151697.1|,94.444,36,113,148,281,316,0.003,56.5,95538
ASV3058_count_19,408,gi|1895800440|gb|CP047951.1|,94.643,56,351,406,975693,975638,1.03e-12,87.9,1400866
ASV3058_count_19,408,gi|359744734|gb|JN258021.1|,100.000,29,324,352,505,533,0.010,54.7,366429
ASV3058_count_19,408,gi|359744732|gb|JN258020.1|,100.000,29,324,352,505,533,0.010,54.7,366429
ASV3058_count_19,408,gi|537469736|gb|KC706719.1|,100.000,29,324,352,224,252,0.010,54.7,1394453
ASV3058_count_19,408,gi|1778432392|gb|MN690507.1|,100.000,29,324,352,221,249,0.010,54.7,2672501
ASV3058_count_19,408,gi|1778432396|gb|MN690509.1|,100.000,29,324,352,221,249,0.010,54.7,2672503
ASV3058_count_19,408,gi|1364863856|gb|KY882130.1|,100.000,29,324,352,566,594,0.010,54.7,366429
ASV3058_count_19,408,gi|1778432394|gb|MN690508.1|,100.000,29,324,352,221,249,0.010,54.7,2672502
ASV3058_count_19,408,gi|1778432398|gb|MN690510.1|,100.000,29,324,352,221,249,0.010,54.7,2672504
ASV3058_count_19,408,gi|1405699613|gb|MH388294.1|,100.000,29,324,352,580,608,0.010,54.7,366429
ASV3060_count_19,408,gi|1376334190|gb|MF742198.1|,86.458,96,311,406,554,648,1.02e-17,104,2137112
ASV3064_count_19,408,gi|2067732431|gb|MZ152002.1|,89.951,408,1,408,223,630,5.11e-145,527,241406
ASV3064_count_19,408,gi|320336743|gb|HQ708523.1|,89.951,408,1,408,269,676,5.11e-145,527,241406
ASV3064_count_19,408,gi|2397974248|dbj|LC685073.1|,89.901,406,3,408,283,688,6.61e-144,523,129362
ASV3064_count_19,408,gi|320337351|gb|HQ708827.1|,89.706,408,1,408,269,676,2.38e-143,521,946380
ASV3064_count_19,408,gi|411101608|gb|JQ412798.1|,89.706,408,1,408,244,651,2.38e-143,521,1450477
ASV3064_count_19,408,gi|320336927|gb|HQ708615.1|,89.706,408,1,408,269,676,2.38e-143,521,1448053
ASV3064_count_19,408,gi|985768955|gb|KT692820.1|,89.706,408,1,408,211,618,2.38e-143,521,502323
ASV3064_count_19,408,gi|985769071|gb|KT692878.1|,89.706,408,1,408,269,676,2.38e-143,521,1448053
ASV3064_count_19,408,gi|2734755893|gb|PP814645.1|,89.731,409,1,408,270,677,2.38e-143,521,2125992
ASV3064_count_19,408,gi|320337671|gb|HQ708987.1|,89.706,408,1,408,269,676,2.38e-143,521,127444
ASV3066_count_19,402,gi|1783106473|gb|CP046535.1|,93.532,402,1,402,3257980,3257579,1.05e-166,599,2681549
ASV3066_count_19,402,gi|695169020|gb|CP009571.1|,91.667,396,7,402,3366911,3366516,1.07e-151,549,1549858
ASV3066_count_19,402,gi|1061224965|gb|CP014168.1|,91.315,403,1,402,651935,651534,1.07e-151,549,1560345
ASV3066_count_19,402,gi|2429051945|gb|CP115900.1|,91.162,396,7,402,42572,42177,2.32e-148,538,3018036
ASV3066_count_19,402,gi|2290416052|gb|CP096971.1|,90.323,403,1,402,2702966,2703367,5.02e-145,527,2937788
ASV3066_count_19,402,gi|1441477124|gb|CP029985.1|,90.050,402,1,402,1083729,1084130,2.34e-143,521,2219696
ASV3066_count_19,402,gi|469477505|gb|CP004036.1|,90.561,392,11,402,2999305,2999696,8.41e-143,520,745310
ASV3066_count_19,402,gi|2174742726|gb|CP090059.1|,90.769,390,12,400,752848,752460,8.41e-143,520,2899123
ASV3066_count_19,402,gi|1194987771|gb|CP016306.1|,90.026,391,11,400,2239481,2239092,2.35e-138,505,1030157
ASV3066_count_19,402,gi|1808526431|gb|CP048422.1|,89.303,402,1,402,403595,403996,2.35e-138,505,424800
ASV3068_count_19,408,gi|2771815871|gb|PQ043839.1|,88.725,408,1,408,296,703,1.11e-136,499,1769362
ASV3068_count_19,408,gi|2078810049|gb|CP069145.1|,88.698,407,1,407,15922,15516,4.00e-136,497,1051616
ASV3068_count_19,408,gi|1236514028|ref|NC_035496.1|,88.698,407,1,407,22754,22348,4.00e-136,497,1209931
ASV3068_count_19,408,gi|2078828068|gb|CP069154.1|,88.698,407,1,407,10217,9811,4.00e-136,497,1051616
ASV3068_count_19,408,gi|992330782|ref|NC_029238.1|,88.698,407,1,407,20834,20428,4.00e-136,497,1051616
ASV3068_count_19,408,gi|2804094077|dbj|LC843096.1|,88.480,408,1,408,28313,28720,5.18e-135,494,1157608
ASV3068_count_19,408,gi|836643807|ref|NC_027280.1|,88.452,407,1,407,2634,3040,1.86e-134,492,27357
ASV3068_count_19,408,gi|2860008421|gb|PQ628112.1|,88.452,407,1,407,296,702,1.86e-134,492,1209932
ASV3068_count_19,408,gi|2519756475|ref|NC_079576.1|,88.452,407,1,407,12323,12729,1.86e-134,492,176007
ASV3068_count_19,408,gi|1025806322|ref|NC_030052.1|,88.206,407,1,407,2738,3144,8.67e-133,486,710243
ASV3069_count_19,411,gi|2714315883|gb|CP136138.1|,86.076,79,223,301,246102,246180,3.72e-12,86.1,2055
ASV3069_count_19,411,gi|1049201236|gb|CP016594.1|,86.076,79,223,301,3758689,3758611,3.72e-12,86.1,2055
ASV3069_count_19,411,gi|1394504030|gb|CP029604.1|,86.076,79,223,301,3761492,3761414,3.72e-12,86.1,2055
ASV3069_count_19,411,gi|2208556969|gb|CP093238.1|,89.231,65,223,287,4425375,4425439,4.82e-11,82.4,84096
ASV3069_count_19,411,gi|1552508818|gb|CP027114.1|,89.231,65,223,287,2465755,2465819,4.82e-11,82.4,84096
ASV3069_count_19,411,gi|2190687461|gb|CP091855.1|,89.231,65,223,287,4319346,4319282,4.82e-11,82.4,89053
ASV3069_count_19,411,gi|2896017226|gb|CP178556.1|,89.231,65,223,287,3965503,3965439,4.82e-11,82.4,36822
ASV3069_count_19,411,gi|1245324988|gb|CP023405.1|,89.231,65,223,287,3597985,3597921,4.82e-11,82.4,1737359
ASV3069_count_19,411,gi|2714276616|gb|CP136136.1|,89.231,65,223,287,4966923,4966859,4.82e-11,82.4,36822
ASV3069_count_19,411,gi|1883734383|gb|CP059491.1|,86.486,74,223,296,3562130,3562057,4.82e-11,82.4,2758710
ASV3070_count_19,408,gi|2006285830|gb|CP061177.1|,86.217,341,69,407,1308815,1309153,1.18e-96,366,2768162
ASV3070_count_19,408,gi|1562504724|gb|CP022219.1|,89.370,254,154,406,264503,264755,3.35e-82,318,1325115
ASV3070_count_19,408,gi|1129028662|gb|CP015583.1|,87.410,278,131,407,4267811,4268086,1.20e-81,316,257708
ASV3070_count_19,408,gi|2724675814|gb|CP152414.1|,89.020,255,154,407,9365678,9365425,4.33e-81,315,3140246
ASV3070_count_19,408,gi|2283149660|gb|CP029008.1|,88.976,254,154,406,1754627,1754879,1.56e-80,313,2171499
ASV3070_count_19,408,gi|2283162160|gb|CP028989.1|,88.976,254,154,406,1759904,1760156,1.56e-80,313,244734
